course_id,Año,Cantidad,course_title
money-banking,2020,106,Economics of Money and Banking
moral-politics,2015,59,Moral Foundations of Politics
moral-politics,2016,72,Moral Foundations of Politics
moral-politics,2017,69,Moral Foundations of Politics
moral-politics,2018,42,Moral Foundations of Politics
moral-politics,2019,85,Moral Foundations of Politics
moral-politics,2020,371,Moral Foundations of Politics
moralities,2016,38,Moralities of Everyday Life
moralities,2017,55,Moralities of Everyday Life
moralities,2018,47,Moralities of Everyday Life
moralities,2019,56,Moralities of Everyday Life
moralities,2020,376,Moralities of Everyday Life
motivate-people-teams,2015,66,Inspiring and Motivating Individuals
motivate-people-teams,2016,131,Inspiring and Motivating Individuals
motivate-people-teams,2017,120,Inspiring and Motivating Individuals
motivate-people-teams,2018,74,Inspiring and Motivating Individuals
motivate-people-teams,2019,98,Inspiring and Motivating Individuals
motivate-people-teams,2020,293,Inspiring and Motivating Individuals
multivariate-calculus-machine-learning,2018,139,Mathematics for Machine Learning: Multivariate Calculus
multivariate-calculus-machine-learning,2019,217,Mathematics for Machine Learning: Multivariate Calculus
multivariate-calculus-machine-learning,2020,340,Mathematics for Machine Learning: Multivariate Calculus
music-business-foundations,2015,66,Music Business Foundations
music-business-foundations,2016,88,Music Business Foundations
music-business-foundations,2017,53,Music Business Foundations
music-business-foundations,2018,48,Music Business Foundations
music-business-foundations,2019,29,Music Business Foundations
music-business-foundations,2020,175,Music Business Foundations
music-theory,2017,23,Getting Started With Music Theory
music-theory,2018,13,Getting Started With Music Theory
music-theory,2019,21,Getting Started With Music Theory
music-theory,2020,125,Getting Started With Music Theory
mythology,2016,64,Greek and Roman Mythology
mythology,2017,66,Greek and Roman Mythology
mythology,2018,51,Greek and Roman Mythology
mythology,2019,48,Greek and Roman Mythology
mythology,2020,208,Greek and Roman Mythology
nand2tetris2,2017,25,Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course)
